protein1,protein2,tm_score,sequence_divergence,patristic_distance
P005065001328_Drosophila_ananassae_part1_of2,P005087007760_Drosophila_novamexicana_part1_of1,0.89673,0.6818181818181819,2.48080547
P005065001328_Drosophila_ananassae_part1_of2,P005087007761_Drosophila_novamexicana_part1_of1,0.907,0.46341463414634143,0.9449073910000001
P005065001328_Drosophila_ananassae_part1_of2,P005088004783_Drosophila_obscura_part1_of1,0.91883,0.47580645161290325,0.853431929
P005065001328_Drosophila_ananassae_part1_of2,P005088004859_Drosophila_obscura_part1_of1,0.88648,0.6967213114754098,2.26519209
P005065001328_Drosophila_ananassae_part1_of2,P005088004876_Drosophila_obscura_part1_of1,0.88205,0.6831275720164609,2.3321341149999997
P005065001328_Drosophila_ananassae_part1_of2,P005089006354_Drosophila_persimilis_part1_of1,0.92103,0.467741935483871,0.801328151
P005065001328_Drosophila_ananassae_part1_of2,P005089006356_Drosophila_persimilis_part1_of1,0.88667,0.6790123456790124,2.3050266759999998
P005065001328_Drosophila_ananassae_part1_of2,P005091006300_Drosophila_rhopaloa_part1_of1,0.88252,0.6872427983539094,2.4411054030000003
P005065001328_Drosophila_ananassae_part1_of2,P005092009946_Drosophila_santomea_part1_of1,0.90034,0.6995884773662551,2.444257373
P005065001328_Drosophila_ananassae_part1_of2,P005092009948_Drosophila_santomea_part1_of1,0.91002,0.31854838709677424,0.517297804
P005065001328_Drosophila_ananassae_part1_of2,P005093013422_Drosophila_sechellia_part1_of1,0.87569,0.7037037037037037,2.420719146
P005065001328_Drosophila_ananassae_part1_of2,P005093013423_Drosophila_sechellia_part1_of1,0.9087,0.31854838709677424,0.5033192230000001
P005065001328_Drosophila_ananassae_part1_of2,P005095004731_Drosophila_setifemur_part1_of1,0.8865,0.6926229508196722,2.4407631519999997
P005065001328_Drosophila_ananassae_part1_of2,P005095011902_Drosophila_setifemur_part1_of1,0.85205,0.31506849315068497,0.608071146
P005065001328_Drosophila_ananassae_part1_of2,P005095011903_Drosophila_setifemur_part1_of1,0.89819,0.3877551020408163,0.6277338720000001
P005065001328_Drosophila_ananassae_part1_of2,P005097008429_Drosophila_subobscura_part1_of2,0.9185,0.44758064516129037,0.8262131690000001
P005065001328_Drosophila_ananassae_part1_of2,P005097008429_Drosophila_subobscura_part2_of2,0.90204,0.6926229508196722,2.235402192
P005065001328_Drosophila_ananassae_part1_of2,P005097009271_Drosophila_subobscura_part1_of1,0.8888,0.6748971193415638,2.317985678
P005065001328_Drosophila_ananassae_part1_of2,P005098006594_Drosophila_subpulchrella_part1_of2,0.91225,0.7049180327868853,2.436476063
P005065001328_Drosophila_ananassae_part1_of2,P005098006594_Drosophila_subpulchrella_part2_of2,0.91222,0.30241935483870963,0.500186667
P005065001328_Drosophila_ananassae_part1_of2,P005099002466_Drosophila_suzukii_part1_of1,0.9096,0.32258064516129037,0.507495019
P005065001328_Drosophila_ananassae_part1_of2,P005099007453_Drosophila_suzukii_part1_of1,0.88583,0.709016393442623,2.4567858410000003
P005065001328_Drosophila_ananassae_part1_of2,P005100011380_Drosophila_takahashii_part1_of2,0.89073,0.7008196721311475,2.4482302330000003
P005065001328_Drosophila_ananassae_part1_of2,P005100011380_Drosophila_takahashii_part2_of2,0.91767,0.28629032258064513,0.505340955
P005065001328_Drosophila_ananassae_part1_of2,P005101009090_Drosophila_teissieri_part1_of1,0.89928,0.6995884773662551,2.432536331
P005065001328_Drosophila_ananassae_part1_of2,P005101009092_Drosophila_teissieri_part1_of1,0.91229,0.31854838709677424,0.505458502
P005065001328_Drosophila_ananassae_part1_of2,P005102009205_Drosophila_virilis_part1_of1,0.90834,0.6818181818181819,2.48080547
P005065001328_Drosophila_ananassae_part1_of2,P005102009206_Drosophila_virilis_part1_of1,0.9082,0.467479674796748,0.971643349
P005065001328_Drosophila_ananassae_part1_of2,P005103011421_Drosophila_willistoni_part1_of1,0.91009,0.5102040816326531,1.167053954
P005065001328_Drosophila_ananassae_part1_of2,P005103011422_Drosophila_willistoni_part1_of1,0.88996,0.6748971193415638,2.39766655
P005065001328_Drosophila_ananassae_part1_of2,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.91701,0.31854838709677424,0.5072105920000001
P005065001328_Drosophila_ananassae_part2_of2,B4KE22_Drosophila_mojavensisREF_part1_of1,0.85484,0.7782258064516129,2.853753025
P005065001328_Drosophila_ananassae_part2_of2,P005064008787_Drosophila_albomicans_part1_of2,0.88539,0.631578947368421,1.872247395
P005065001328_Drosophila_ananassae_part2_of2,P005064008787_Drosophila_albomicans_part2_of2,0.88007,0.6829268292682926,2.076246308
P005065001328_Drosophila_ananassae_part2_of2,P005064013138_Drosophila_albomicans_part1_of1,0.86907,0.7004048582995952,2.097363177
P005065001328_Drosophila_ananassae_part2_of2,P005065001328_Drosophila_ananassae_part1_of2,0.88501,0.688259109311741,2.334934589
P005065001328_Drosophila_ananassae_part2_of2,P005065003751_Drosophila_ananassae_part1_of1,0.87047,0.689516129032258,2.059399273
P005065001328_Drosophila_ananassae_part2_of2,P005066011807_Drosophila_arizonae_part1_of2,0.87282,0.7246963562753037,2.168038002
P005065001328_Drosophila_ananassae_part2_of2,P005066011807_Drosophila_arizonae_part2_of2,0.8173,0.6753246753246753,1.8630375829999999
P005065001328_Drosophila_ananassae_part2_of2,P005067004171_Drosophila_biarmipes_part1_of1,0.88435,0.6814516129032258,2.083515218
P005065001328_Drosophila_ananassae_part2_of2,P005067004172_Drosophila_biarmipes_part1_of1,0.87013,0.6842105263157895,2.4346595129999997
P005065001328_Drosophila_ananassae_part2_of2,P005068011778_Drosophila_bipectinata_part1_of2,0.86559,0.6935483870967742,2.0520564230000002
P005065001328_Drosophila_ananassae_part2_of2,P005068011778_Drosophila_bipectinata_part2_of2,0.86375,0.680161943319838,2.369663503
P005065001328_Drosophila_ananassae_part2_of2,P005070006661_Drosophila_bunnanda_part1_of1,0.86023,0.6888888888888889,2.522339288
P005065001328_Drosophila_ananassae_part2_of2,P005070006662_Drosophila_bunnanda_part1_of1,0.8904,0.689516129032258,1.992294763
P005065001328_Drosophila_ananassae_part2_of2,P005071004180_Drosophila_busckii_part1_of1,0.83745,0.6933333333333334,2.05517154
P005065001328_Drosophila_ananassae_part2_of2,P005071007432_Drosophila_busckii_part1_of1,0.85996,0.6238938053097345,1.954650901
P005065001328_Drosophila_ananassae_part2_of2,P005072008715_Drosophila_elegans_part1_of1,0.88535,0.6733870967741935,2.062767723
P005065001328_Drosophila_ananassae_part2_of2,P005072008716_Drosophila_elegans_part1_of1,0.87214,0.6923076923076923,2.368617502
P005065001328_Drosophila_ananassae_part2_of2,P005073012561_Drosophila_erecta_part1_of1,0.86208,0.6842105263157895,2.386706332
P005065001328_Drosophila_ananassae_part2_of2,P005074010565_Drosophila_eugracilis_part1_of1,0.88103,0.6842105263157895,2.4069870699999996
P005065001328_Drosophila_ananassae_part2_of2,P005074010571_Drosophila_eugracilis_part1_of1,0.88807,0.6814516129032258,2.036738771
P005065001328_Drosophila_ananassae_part2_of2,P005075007245_Drosophila_ficusphila_part1_of1,0.85849,0.6814516129032258,2.0887138540000003
P005065001328_Drosophila_ananassae_part2_of2,P005076010725_Drosophila_grimshawi_part1_of1,0.75547,0.7215189873417722,2.193198296
P005065001328_Drosophila_ananassae_part2_of2,P005076010744_Drosophila_grimshawi_part1_of1,0.86842,0.7073170731707317,2.167610691
P005065001328_Drosophila_ananassae_part2_of2,P005076010745_Drosophila_grimshawi_part1_of1,0.87832,0.6707317073170731,1.9851012689999998
P005065001328_Drosophila_ananassae_part2_of2,P005077009626_Drosophila_guanche_part1_of1,0.8841,0.6720647773279352,2.294829261
P005065001328_Drosophila_ananassae_part2_of2,P005077011090_Drosophila_guanche_part1_of1,0.85816,0.6720647773279352,2.294829261
P005065001328_Drosophila_ananassae_part2_of2,P005077011621_Drosophila_guanche_part1_of1,0.86479,0.689516129032258,1.9726721010000001
P005065001328_Drosophila_ananassae_part2_of2,P005078005510_Drosophila_hydei_part1_of1,0.88501,0.6814516129032258,1.9417780679999999
P005065001328_Drosophila_ananassae_part2_of2,P005078006118_Drosophila_hydei_part1_of1,0.85247,0.7165991902834008,2.137742591
P005065001328_Drosophila_ananassae_part2_of2,P005079010340_Drosophila_innubila_part1_of1,0.8291,0.7235772357723578,2.159822336
P005065001328_Drosophila_ananassae_part2_of2,P005079011844_Drosophila_innubila_part1_of2,0.89355,0.708502024291498,2.094264983
P005065001328_Drosophila_ananassae_part2_of2,P005079011844_Drosophila_innubila_part2_of2,0.84715,0.6622807017543859,1.862117589
P005065001328_Drosophila_ananassae_part2_of2,P005080010494_Drosophila_ironensis_part1_of1,0.89112,0.6935483870967742,2.065824406
P005065001328_Drosophila_ananassae_part2_of2,P005080010499_Drosophila_ironensis_part1_of1,0.85553,0.6933333333333334,2.4432426869999997
P005065001328_Drosophila_ananassae_part2_of2,P005080012110_Drosophila_ironensis_part1_of1,0.87963,0.6753246753246753,2.5245964059999997
P005065001328_Drosophila_ananassae_part2_of2,P005081003743_Drosophila_kikkawai_part1_of3,0.86723,0.689516129032258,1.994952449
P005065001328_Drosophila_ananassae_part2_of2,P005081003743_Drosophila_kikkawai_part2_of3,0.782,0.6826923076923077,2.616570939
P005065001328_Drosophila_ananassae_part2_of2,P005081003743_Drosophila_kikkawai_part3_of3,0.86232,0.7195121951219512,2.4902808729999997
P005065001328_Drosophila_ananassae_part2_of2,P005081004694_Drosophila_kikkawai_part1_of1,0.86915,0.7073170731707317,2.591467222
P005065001328_Drosophila_ananassae_part2_of2,P005082012188_Drosophila_mauritiana_part1_of1,0.86515,0.685483870967742,2.053314146
P005065001328_Drosophila_ananassae_part2_of2,P005082012529_Drosophila_mauritiana_part1_of1,0.88203,0.6923076923076923,2.372605679
P005065001328_Drosophila_ananassae_part2_of2,P005083008909_Drosophila_melanogaster_part1_of1,0.88636,0.6814516129032258,2.057189289
P005065001328_Drosophila_ananassae_part2_of2,P005083008910_Drosophila_melanogaster_part1_of1,0.87704,0.688259109311741,2.370631971
P005065001328_Drosophila_ananassae_part2_of2,P005084006084_Drosophila_miranda_part1_of1,0.87714,0.688259109311741,2.230664515
P005065001328_Drosophila_ananassae_part2_of2,P005084006085_Drosophila_miranda_part1_of1,0.86789,0.689516129032258,1.941526483
P005065001328_Drosophila_ananassae_part2_of2,P005085005288_Drosophila_mojavensis_part1_of1,0.86268,0.7246963562753037,2.173886244
P005065001328_Drosophila_ananassae_part2_of2,P005085005289_Drosophila_mojavensis_part1_of1,0.83459,0.6639004149377593,1.9118174479999999
P005065001328_Drosophila_ananassae_part2_of2,P005086002813_Drosophila_navojoa_part1_of1,0.85999,0.728744939271255,2.158981455
P005065001328_Drosophila_ananassae_part2_of2,P005086003013_Drosophila_navojoa_part1_of1,0.87455,0.6707317073170731,1.87455405
P005065001328_Drosophila_ananassae_part2_of2,P005087007713_Drosophila_novamexicana_part1_of1,0.86807,0.6910569105691057,1.981747001
P005065001328_Drosophila_ananassae_part2_of2,P005087007760_Drosophila_novamexicana_part1_of1,0.89217,0.7004048582995952,2.117305277
P005065001328_Drosophila_ananassae_part2_of2,P005087007761_Drosophila_novamexicana_part1_of1,0.87225,0.6626016260162602,1.8702361819999997
P005065001328_Drosophila_ananassae_part2_of2,P005088004783_Drosophila_obscura_part1_of1,0.88135,0.688259109311741,2.278815306
P005065001328_Drosophila_ananassae_part2_of2,P005088004859_Drosophila_obscura_part1_of1,0.88271,0.32530120481927716,0.444531833
P005065001328_Drosophila_ananassae_part2_of2,P005088004876_Drosophila_obscura_part1_of1,0.85668,0.6935483870967742,1.9686339220000002
P005065001328_Drosophila_ananassae_part2_of2,P005089006354_Drosophila_persimilis_part1_of1,0.88089,0.6842105263157895,2.226711528
P005065001328_Drosophila_ananassae_part2_of2,P005089006356_Drosophila_persimilis_part1_of1,0.86033,0.689516129032258,1.941526483
P005065001328_Drosophila_ananassae_part2_of2,P005091006300_Drosophila_rhopaloa_part1_of1,0.86312,0.6774193548387097,2.07760521
P005065001328_Drosophila_ananassae_part2_of2,P005092009946_Drosophila_santomea_part1_of1,0.88562,0.6814516129032258,2.08075718
P005065001328_Drosophila_ananassae_part2_of2,P005092009948_Drosophila_santomea_part1_of1,0.8706,0.6842105263157895,2.380719183
P005065001328_Drosophila_ananassae_part2_of2,P005093013422_Drosophila_sechellia_part1_of1,0.85364,0.6814516129032258,2.057218953
P005065001328_Drosophila_ananassae_part2_of2,P005093013423_Drosophila_sechellia_part1_of1,0.87497,0.688259109311741,2.366740602
P005065001328_Drosophila_ananassae_part2_of2,P005095004731_Drosophila_setifemur_part1_of1,0.86535,0.6987951807228916,2.077262959
P005065001328_Drosophila_ananassae_part2_of2,P005095011902_Drosophila_setifemur_part1_of1,0.82231,0.6880733944954128,2.471492525
P005065001328_Drosophila_ananassae_part2_of2,P005095011903_Drosophila_setifemur_part1_of1,0.86926,0.680327868852459,2.491155251
P005065001328_Drosophila_ananassae_part2_of2,P005097008429_Drosophila_subobscura_part1_of2,0.87451,0.659919028340081,2.251596546
P005065001328_Drosophila_ananassae_part2_of2,P005097008429_Drosophila_subobscura_part2_of2,0.90095,0.30000000000000004,0.414741935
P005065001328_Drosophila_ananassae_part2_of2,P005097009271_Drosophila_subobscura_part1_of1,0.8686,0.6935483870967742,1.9544854850000002
P005065001328_Drosophila_ananassae_part2_of2,P005098006594_Drosophila_subpulchrella_part1_of2,0.87741,0.678714859437751,2.07297587
P005065001328_Drosophila_ananassae_part2_of2,P005098006594_Drosophila_subpulchrella_part2_of2,0.87167,0.7004048582995952,2.363608046
P005065001328_Drosophila_ananassae_part2_of2,P005099002466_Drosophila_suzukii_part1_of1,0.87154,0.708502024291498,2.370916398
P005065001328_Drosophila_ananassae_part2_of2,P005099007453_Drosophila_suzukii_part1_of1,0.86631,0.678714859437751,2.093285648
P005065001328_Drosophila_ananassae_part2_of2,P005100011380_Drosophila_takahashii_part1_of2,0.85728,0.6706827309236948,2.08473004
P005065001328_Drosophila_ananassae_part2_of2,P005100011380_Drosophila_takahashii_part2_of2,0.88313,0.6963562753036437,2.368762334
P005065001328_Drosophila_ananassae_part2_of2,P005101009090_Drosophila_teissieri_part1_of1,0.88566,0.6814516129032258,2.069036138
P005065001328_Drosophila_ananassae_part2_of2,P005101009092_Drosophila_teissieri_part1_of1,0.87151,0.680161943319838,2.368879881
P005065001328_Drosophila_ananassae_part2_of2,P005102009205_Drosophila_virilis_part1_of1,0.87315,0.7004048582995952,2.117305277
P005065001328_Drosophila_ananassae_part2_of2,P005102009206_Drosophila_virilis_part1_of1,0.87623,0.6747967479674797,1.89697214
P005065001328_Drosophila_ananassae_part2_of2,P005103011421_Drosophila_willistoni_part1_of1,0.88288,0.6680161943319838,2.092382745
P005065001328_Drosophila_ananassae_part2_of2,P005103011422_Drosophila_willistoni_part1_of1,0.87033,0.7016129032258065,2.034166357
P005065001328_Drosophila_ananassae_part2_of2,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.87884,0.688259109311741,2.370631971
P005065003751_Drosophila_ananassae_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.87792,0.7520325203252033,2.411363506
P005065003751_Drosophila_ananassae_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.89029,0.6707818930041152,1.9602122720000001
P005065003751_Drosophila_ananassae_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.88192,0.7272727272727273,2.1642111849999996
P005065003751_Drosophila_ananassae_part1_of1,P005064013138_Drosophila_albomicans_part1_of1,0.92788,0.19678714859437751,0.302221706
P005065003751_Drosophila_ananassae_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.88787,0.6995884773662551,2.422899466
P005065003751_Drosophila_ananassae_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.88377,0.689516129032258,2.059399273
P005065003751_Drosophila_ananassae_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.90132,0.19678714859437751,0.372896531
P005065003751_Drosophila_ananassae_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.812,0.6475770925110131,1.95100246
P005065003751_Drosophila_ananassae_part1_of1,P005067004171_Drosophila_biarmipes_part1_of1,0.91248,0.132,0.188116567
P005065003751_Drosophila_ananassae_part1_of1,P005067004172_Drosophila_biarmipes_part1_of1,0.86137,0.7078189300411523,2.52262439
P005065003751_Drosophila_ananassae_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.91729,0.05600000000000005,0.056302253999999996
P005065003751_Drosophila_ananassae_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.86788,0.7078189300411523,2.45762838
P005065003751_Drosophila_ananassae_part1_of1,P005070006661_Drosophila_bunnanda_part1_of1,0.84959,0.6933333333333334,2.610304165
P005065003751_Drosophila_ananassae_part1_of1,P005070006662_Drosophila_bunnanda_part1_of1,0.91861,0.11599999999999999,0.13431163799999998
P005065003751_Drosophila_ananassae_part1_of1,P005071004180_Drosophila_busckii_part1_of1,0.89486,0.13716814159292035,0.26003006900000003
P005065003751_Drosophila_ananassae_part1_of1,P005071007432_Drosophila_busckii_part1_of1,0.84699,0.7079646017699115,2.042615778
P005065003751_Drosophila_ananassae_part1_of1,P005072008715_Drosophila_elegans_part1_of1,0.9137,0.12,0.167369072
P005065003751_Drosophila_ananassae_part1_of1,P005072008716_Drosophila_elegans_part1_of1,0.87238,0.7037037037037037,2.456582379
P005065003751_Drosophila_ananassae_part1_of1,P005073012561_Drosophila_erecta_part1_of1,0.85622,0.6995884773662551,2.474671209
P005065003751_Drosophila_ananassae_part1_of1,P005074010565_Drosophila_eugracilis_part1_of1,0.87873,0.7078189300411523,2.4949519469999997
P005065003751_Drosophila_ananassae_part1_of1,P005074010571_Drosophila_eugracilis_part1_of1,0.91256,0.10399999999999998,0.14134011999999999
P005065003751_Drosophila_ananassae_part1_of1,P005075007245_Drosophila_ficusphila_part1_of1,0.91607,0.14,0.193315203
P005065003751_Drosophila_ananassae_part1_of1,P005076010725_Drosophila_grimshawi_part1_of1,0.79145,0.7167381974248928,2.281163173
P005065003751_Drosophila_ananassae_part1_of1,P005076010744_Drosophila_grimshawi_part1_of1,0.92174,0.17741935483870963,0.37246922
P005065003751_Drosophila_ananassae_part1_of1,P005076010745_Drosophila_grimshawi_part1_of1,0.87967,0.6983471074380165,2.073066146
P005065003751_Drosophila_ananassae_part1_of1,P005077009626_Drosophila_guanche_part1_of1,0.88757,0.7201646090534979,2.382794138
P005065003751_Drosophila_ananassae_part1_of1,P005077011090_Drosophila_guanche_part1_of1,0.87622,0.7201646090534979,2.382794138
P005065003751_Drosophila_ananassae_part1_of1,P005077011621_Drosophila_guanche_part1_of1,0.91883,0.17600000000000005,0.255421404
P005065003751_Drosophila_ananassae_part1_of1,P005078005510_Drosophila_hydei_part1_of1,0.90256,0.6680327868852459,2.0297429449999997
P005065003751_Drosophila_ananassae_part1_of1,P005078006118_Drosophila_hydei_part1_of1,0.9032,0.1887550200803213,0.34260112
P005065003751_Drosophila_ananassae_part1_of1,P005079010340_Drosophila_innubila_part1_of1,0.86281,0.6900826446280992,2.2477872129999996
P005065003751_Drosophila_ananassae_part1_of1,P005079011844_Drosophila_innubila_part1_of2,0.91124,0.1887550200803213,0.299123512
P005065003751_Drosophila_ananassae_part1_of1,P005079011844_Drosophila_innubila_part2_of2,0.83532,0.6710526315789473,1.950082466
P005065003751_Drosophila_ananassae_part1_of1,P005080010494_Drosophila_ironensis_part1_of1,0.91257,0.07599999999999996,0.095658629
P005065003751_Drosophila_ananassae_part1_of1,P005080010499_Drosophila_ironensis_part1_of1,0.85865,0.7244444444444444,2.531207564
P005065003751_Drosophila_ananassae_part1_of1,P005080012110_Drosophila_ironensis_part1_of1,0.86833,0.696969696969697,2.612561283
P005065003751_Drosophila_ananassae_part1_of1,P005081003743_Drosophila_kikkawai_part1_of3,0.95606,0.10399999999999998,0.136969324
P005065003751_Drosophila_ananassae_part1_of1,P005081003743_Drosophila_kikkawai_part2_of3,0.76772,0.7163461538461539,2.704535816
P005065003751_Drosophila_ananassae_part1_of1,P005081003743_Drosophila_kikkawai_part3_of3,0.84996,0.7107438016528926,2.57824575
P005065003751_Drosophila_ananassae_part1_of1,P005081004694_Drosophila_kikkawai_part1_of1,0.87239,0.7242798353909465,2.679432099
P005065003751_Drosophila_ananassae_part1_of1,P005082012188_Drosophila_mauritiana_part1_of1,0.94943,0.128,0.15791549500000002
P005065003751_Drosophila_ananassae_part1_of1,P005082012529_Drosophila_mauritiana_part1_of1,0.9029,0.7078189300411523,2.460570556
P005065003751_Drosophila_ananassae_part1_of1,P005083008909_Drosophila_melanogaster_part1_of1,0.91577,0.124,0.16179063800000001
P005065003751_Drosophila_ananassae_part1_of1,P005083008910_Drosophila_melanogaster_part1_of1,0.8733,0.7037037037037037,2.458596848
P005065003751_Drosophila_ananassae_part1_of1,P005084006084_Drosophila_miranda_part1_of1,0.87998,0.7242798353909465,2.318629392
P005065003751_Drosophila_ananassae_part1_of1,P005084006085_Drosophila_miranda_part1_of1,0.90678,0.18799999999999994,0.22427578599999998
P005065003751_Drosophila_ananassae_part1_of1,P005085005288_Drosophila_mojavensis_part1_of1,0.92432,0.20481927710843373,0.378744773
P005065003751_Drosophila_ananassae_part1_of1,P005085005289_Drosophila_mojavensis_part1_of1,0.83873,0.649789029535865,1.999782325
P005065003751_Drosophila_ananassae_part1_of1,P005086002813_Drosophila_navojoa_part1_of1,0.9304,0.20481927710843373,0.363839984
P005065003751_Drosophila_ananassae_part1_of1,P005086003013_Drosophila_navojoa_part1_of1,0.88915,0.6487603305785123,1.962518927
P005065003751_Drosophila_ananassae_part1_of1,P005087007713_Drosophila_novamexicana_part1_of1,0.87073,0.6611570247933884,2.069711878
P005065003751_Drosophila_ananassae_part1_of1,P005087007760_Drosophila_novamexicana_part1_of1,0.9089,0.1807228915662651,0.322163806
P005065003751_Drosophila_ananassae_part1_of1,P005087007761_Drosophila_novamexicana_part1_of1,0.87533,0.6694214876033058,1.958201059
P005065003751_Drosophila_ananassae_part1_of1,P005088004783_Drosophila_obscura_part1_of1,0.89239,0.7119341563786008,2.366780183
P005065003751_Drosophila_ananassae_part1_of1,P005088004859_Drosophila_obscura_part1_of1,0.85343,0.6788617886178862,1.9896567740000002
P005065003751_Drosophila_ananassae_part1_of1,P005088004876_Drosophila_obscura_part1_of1,0.96116,0.19199999999999995,0.251383225
P005065003751_Drosophila_ananassae_part1_of1,P005089006354_Drosophila_persimilis_part1_of1,0.88722,0.7242798353909465,2.3146764049999997
P005065003751_Drosophila_ananassae_part1_of1,P005089006356_Drosophila_persimilis_part1_of1,0.96644,0.18799999999999994,0.22427578599999998
P005065003751_Drosophila_ananassae_part1_of1,P005091006300_Drosophila_rhopaloa_part1_of1,0.92408,0.11599999999999999,0.182206559
P005065003751_Drosophila_ananassae_part1_of1,P005092009946_Drosophila_santomea_part1_of1,0.91683,0.14,0.18535852900000002
P005065003751_Drosophila_ananassae_part1_of1,P005092009948_Drosophila_santomea_part1_of1,0.86267,0.7037037037037037,2.4686840599999997
P005065003751_Drosophila_ananassae_part1_of1,P005093013422_Drosophila_sechellia_part1_of1,0.91417,0.132,0.16182030200000003
P005065003751_Drosophila_ananassae_part1_of1,P005093013423_Drosophila_sechellia_part1_of1,0.87973,0.7037037037037037,2.454705479
P005065003751_Drosophila_ananassae_part1_of1,P005095004731_Drosophila_setifemur_part1_of1,0.90588,0.14400000000000002,0.181864308
P005065003751_Drosophila_ananassae_part1_of1,P005095011902_Drosophila_setifemur_part1_of1,0.81886,0.7110091743119267,2.559457402
P005065003751_Drosophila_ananassae_part1_of1,P005095011903_Drosophila_setifemur_part1_of1,0.8563,0.7125,2.579120128
P005065003751_Drosophila_ananassae_part1_of1,P005097008429_Drosophila_subobscura_part1_of2,0.87889,0.7201646090534979,2.3395614229999997
P005065003751_Drosophila_ananassae_part1_of1,P005097008429_Drosophila_subobscura_part2_of2,0.87713,0.6829268292682926,1.959866876
P005065003751_Drosophila_ananassae_part1_of1,P005097009271_Drosophila_subobscura_part1_of1,0.90523,0.18000000000000005,0.23723478799999997
P005065003751_Drosophila_ananassae_part1_of1,P005098006594_Drosophila_subpulchrella_part1_of2,0.91087,0.132,0.177577219
P005065003751_Drosophila_ananassae_part1_of1,P005098006594_Drosophila_subpulchrella_part2_of2,0.87388,0.7119341563786008,2.451572923
P005065003751_Drosophila_ananassae_part1_of1,P005099002466_Drosophila_suzukii_part1_of1,0.86682,0.7160493827160495,2.458881275
P005065003751_Drosophila_ananassae_part1_of1,P005099007453_Drosophila_suzukii_part1_of1,0.90281,0.132,0.197886997
P005065003751_Drosophila_ananassae_part1_of1,P005100011380_Drosophila_takahashii_part1_of2,0.89135,0.136,0.18933138900000002
P005065003751_Drosophila_ananassae_part1_of1,P005100011380_Drosophila_takahashii_part2_of2,0.87635,0.7119341563786008,2.456727211
P005065003751_Drosophila_ananassae_part1_of1,P005101009090_Drosophila_teissieri_part1_of1,0.91486,0.136,0.173637487
P005065003751_Drosophila_ananassae_part1_of1,P005101009092_Drosophila_teissieri_part1_of1,0.86528,0.6954732510288066,2.456844758
P005065003751_Drosophila_ananassae_part1_of1,P005102009205_Drosophila_virilis_part1_of1,0.94538,0.1807228915662651,0.322163806
P005065003751_Drosophila_ananassae_part1_of1,P005102009206_Drosophila_virilis_part1_of1,0.87983,0.6735537190082644,1.984937017
P005065003751_Drosophila_ananassae_part1_of1,P005103011421_Drosophila_willistoni_part1_of1,0.88322,0.6885245901639344,2.1803476219999998
P005065003751_Drosophila_ananassae_part1_of1,P005103011422_Drosophila_willistoni_part1_of1,0.92625,0.16800000000000004,0.239024886
P005065003751_Drosophila_ananassae_part1_of1,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.89071,0.7037037037037037,2.458596848
P005066011807_Drosophila_arizonae_part1_of2,B4KE22_Drosophila_mojavensisREF_part1_of1,0.84187,0.7591836734693878,2.520002235
P005066011807_Drosophila_arizonae_part1_of2,P005064008787_Drosophila_albomicans_part1_of2,0.86721,0.6942148760330579,2.068851001
P005066011807_Drosophila_arizonae_part1_of2,P005064008787_Drosophila_albomicans_part2_of2,0.85876,0.7178423236514523,2.272849914
P005066011807_Drosophila_arizonae_part1_of2,P005064013138_Drosophila_albomicans_part1_of1,0.89561,0.15537848605577687,0.18420292100000002
P005066011807_Drosophila_arizonae_part1_of2,P005065001328_Drosophila_ananassae_part1_of2,0.86917,0.6859504132231404,2.531538195
P005066011807_Drosophila_arizonae_part1_of2,P005065001328_Drosophila_ananassae_part2_of2,0.86952,0.7246963562753037,2.168038002
P005066011807_Drosophila_arizonae_part1_of2,P005065003751_Drosophila_ananassae_part1_of1,0.88404,0.19678714859437751,0.372896531
P005066011807_Drosophila_arizonae_part1_of2,P005066011807_Drosophila_arizonae_part2_of2,0.80578,0.6592920353982301,2.059641189
P005066011807_Drosophila_arizonae_part1_of2,P005067004171_Drosophila_biarmipes_part1_of1,0.89922,0.1807228915662651,0.397012476
P005066011807_Drosophila_arizonae_part1_of2,P005067004172_Drosophila_biarmipes_part1_of1,0.8581,0.7024793388429752,2.631263119
P005066011807_Drosophila_arizonae_part1_of2,P005068011778_Drosophila_bipectinata_part1_of2,0.89157,0.20080321285140568,0.36555368099999996
P005066011807_Drosophila_arizonae_part1_of2,P005068011778_Drosophila_bipectinata_part2_of2,0.86815,0.6900826446280992,2.566267109
P005066011807_Drosophila_arizonae_part1_of2,P005070006661_Drosophila_bunnanda_part1_of1,0.85076,0.6888888888888889,2.718942894
P005066011807_Drosophila_arizonae_part1_of2,P005070006662_Drosophila_bunnanda_part1_of1,0.90588,0.19277108433734935,0.305792021
P005066011807_Drosophila_arizonae_part1_of2,P005071004180_Drosophila_busckii_part1_of1,0.86999,0.10176991150442483,0.190577286
